name,dosageType,generic,strength,manufacturer,UnitPrice,PackageSize
Kofsol,Syrup,Herbal cough syrup [Adhatoda Vasica],,Kemiko Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 65.00
Kobi,Capsule,Ginkgo Biloba,40 mg,Hamdard Bangladesh,6.00,(30's pack: ৳ 180.00)
Kobi,Capsule,Ginkgo Biloba,60 mg,Hamdard Bangladesh,7.00,(30's pack: ৳ 210.00)
Kidcare,Syrup,Jirakaddarista,,ACME Laboratories Ltd.,100,100 ml bottle: ৳ 80.00
Joshina,Powder for Suspension,Herbal cough syrup [Glycyrrhiza Glabra],6 gm/sachet,Hamdard Bangladesh,6,(25's pack: ৳ 325.00)
Jorvan,Capsule,Jogaraj Guggulu,500 mg,Square Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Jonort,Capsule,St. John’s Wort,300 mg,Hamdard Bangladesh,7.00,(30's pack: ৳ 210.00)
Jinsant,Syrup,Jinsin,,Hamdard Bangladesh,100,100 ml bottle: ৳ 80.00
Nilagel,Capsule,Nigella Sativa [Black Seed Oil],500 mg,Square Pharmaceuticals Ltd.,7.50,(30's pack: ৳ 225.00)
Neuriva,Capsule,Ginkgo Biloba,60 mg,UniMed UniHealth,20.00,(30's pack: ৳ 600.00)
Nervolin,Syrup,Aswagandharista,,ACME Laboratories Ltd.,200,200 ml bottle: ৳ 80.00
Nervent,Tablet,"Jadwar [Denudatum, Saffron, Henbane]",,Hamdard Bangladesh,20.00,"(50's pack: ৳ 1,000.00)"
Navit,Capsule,Spirulina,500 mg,Square Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Naunehal,Syrup,Aniseed + Indian dill + Black cardamom + Peppermint,,Hamdard Bangladesh,100,100 ml bottle: ৳ 60.00
Nature-E,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 IU,UniMed UniHealth,7.00,(30's pack: ৳ 210.00)
Nature-E,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 IU,UniMed UniHealth,5.00,(30's pack: ৳ 150.00)
Natlina,Capsule,Spirulina,500 mg,Opsonin Pharma Ltd.,10.00,(30's pack: ৳ 300.00)
Natlax,Effervescent Powder,Psyllium [Ispaghula Husk] + Senna Extract,(3.5 gm+7.5 mg)/5.38 gm,Radiant Nutraceuticals Ltd.,100,100 gm container: ৳ 400.00
Monera,Syrup,Bacopa extract [Natural memory enhancer],,Square Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 80.00
Mintol,Capsule,Peppermint Oil,187 mg/0.2 ml,General Pharmaceuticals Ltd.,7.05,(30's pack: ৳ 211.50)
Mintek,Capsule,Peppermint Oil,187 mg/0.2 ml,Drug International Ltd.,6.05,(50's pack: ৳ 302.50)
Mevelum,Effervescent Granules,Ispaghula Husk + Mebeverine Hydrochloride,(3.5 gm+135 mg)/sachet,Ziska Pharmaceuticals Ltd.,3.5,(20's pack: ৳ 280.00)
Methicap,Capsule,Silymarin [Milk thistle],140 mg,Bronson  Laboratories (BD) Ltd.,20.00,(30's pack: ৳ 600.00)
Mestiza,Capsule,Black Cohosh [Cimicifuga Racemosa],40 mg,Incepta Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Menotox,Syrup,Ashokarista,,ACME Laboratories Ltd.,200,200 ml bottle: ৳ 80.00
Menopa,Capsule,Black Cohosh [Cimicifuga Racemosa],40 mg,Kemiko Pharmaceuticals Ltd.,5.00,(30's pack: ৳ 150.00)
Menoherb,Capsule,Black Cohosh [Cimicifuga Racemosa],40 mg,Drug International Ltd.,0,Price Unavailable
Menofemin,Capsule,Black Cohosh [Cimicifuga Racemosa],40 mg,Radiant Nutraceuticals Ltd.,12.00,(30's pack: ৳ 360.00)
Menocare,Capsule,Black Cohosh [Cimicifuga Racemosa],40 mg,ACME Laboratories Ltd.,5.00,(30's pack: ৳ 150.00)
Melbit,Capsule,Bitter Melon [Korola],400 mg,Drug International Ltd.,3.00,(40's pack: ৳ 120.00)
Megajoy,Tablet,Yohimbine Hydrochloride,5.4 mg,ACME Laboratories Ltd.,30.00,(10's pack: ৳ 300.00)
Mebo,Ointment,β-Sitosterol,0.25% w/w,Gulf pharmaceutical industries,15,15 gm tube: ৳ 345.00
Maxton,Capsule,Panax Ginseng,500 mg,Bronson  Laboratories (BD) Ltd.,20.00,(30's pack: ৳ 600.00)
Masturin,Syrup,Devil’s Cotton + Ashoka bark + Aswagandha,,Hamdard Bangladesh,100,100 ml bottle: ৳ 60.00
Mariment,Ointment,Calendula Officinalis [Marigold],0.04 gm/gm,ACME Laboratories Ltd.,10,10 gm tube: ৳ 50.00
Marbelus,Syrup,Belgiri [Bael fruit + Connessi bark],(1 gm+0.5 gm)/5 ml,Hamdard Bangladesh,100,100 ml bottle: ৳ 60.00
Majoon Mugalliz,Powder for Suspension,Almond + Coconut + Edible Pine + Salep,,Hamdard Bangladesh,100,100 gm container: ৳ 170.00
Premelos,Capsule,Ginkgo Biloba,60 mg,Incepta Pharmaceuticals Ltd.,7.00,(30's pack: ৳ 210.00)
Pirulin,Capsule,Spirulina,500 mg,Radiant Nutraceuticals Ltd.,10.00,(30's pack: ৳ 300.00)
Pirugold,Capsule,Spirulina,500 mg,Veritas Pharmaceuticals Ltd.,6.00,(30's pack: ৳ 180.00)
Perkup,Capsule,St. John’s Wort,300 mg,ACME Laboratories Ltd.,3.00,(20's pack: ৳ 60.00)
Pepnor,Syrup,Jeerakaddarishta Carminative,,Square Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 80.00
Peniton,Liquid,"Tila Jadeed [Madar, Mace arillus, Nutmeg nut]",,Hamdard Bangladesh,15,15 ml drop: ৳ 200.00
Peblew,Tablet,"Bandish [Oak Galls, Tannic acid]",15.63 mg+78.12 mg,Hamdard Bangladesh,2.00,(50's pack: ৳ 100.00)
Pavitex,Capsule,Panax Ginseng,500 mg,Kemiko Pharmaceuticals Ltd.,22.00,(20's pack: ৳ 440.00)
Papaya,Capsule,Carica Papaya Leaf Extract,250 mg,Ibn Sina Pharmaceuticals Ltd.,15.00,(20's pack: ৳ 300.00)
Panaseng,Capsule,Panax Ginseng,100 mg,Radiant Nutraceuticals Ltd.,20.00,(30's pack: ৳ 600.00)
Panaking,Capsule,Panax Ginseng,100 mg,Veritas Pharmaceuticals Ltd.,15.00,(30's pack: ৳ 450.00)
Paltex,Capsule,Saw Palmetto (160 mg),160 mg,Bronson  Laboratories (BD) Ltd.,20.00,(30's pack: ৳ 600.00)
Palmet,Capsule,Saw Palmetto (160 mg),160 mg,Hamdard Bangladesh,8.00,(30's pack: ৳ 240.00)
Painthol,Muscle Rub,Menthol + Camphor + Methyl Salicylate + Oleoresin Capsicum,(25.40 mg+14.30 mg+4.20 mg+0.05 mg)/gm,Kemiko Pharmaceuticals Ltd.,20,20 gm tube: ৳ 50.00
Oxi-Q,Capsule,Coenzyme Q10 [Ubidecarenone],60 mg,NIPRO JMI Pharma Ltd.,18.05,(20's pack: ৳ 361.00)
Oxi-Q,Capsule,Coenzyme Q10 [Ubidecarenone],30 mg,NIPRO JMI Pharma Ltd.,12.04,(30's pack: ৳ 361.20)
Ovit-E,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 IU,Opsonin Pharma Ltd.,6.00,(50's pack: ৳ 300.00)
Ovit-E,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 IU,Opsonin Pharma Ltd.,4.00,(100's pack: ৳ 400.00)
Ostylon,Capsule,Devil's Claw,400 mg,Empiric Laboratories Ltd.,19.83,(30's pack: ৳ 595.00)
Ocubil,Capsule,Bilberry fruit [Vaccinium myrtillus L],160 mg,Square Pharmaceuticals Ltd.,20.00,(30's pack: ৳ 600.00)
Ocuberry,Capsule,Bilberry fruit [Vaccinium myrtillus L],160 mg,Drug International Ltd.,0,Price Unavailable
Nutrilina,Capsule,Spirulina,500 mg,Renata Limited,12.00,"(30's pack: ৳ 360.00),(60's pack: ৳ 720.00)"
Novotin,Capsule,Biotin,2500 mcg,UniMed UniHealth,25.00,(30's pack: ৳ 750.00)
Novotin,Capsule,Biotin,5000 mcg,UniMed UniHealth,30.00,(30's pack: ৳ 900.00)
Novotin,Capsule,Biotin,1000 mcg,UniMed UniHealth,20.00,(30's pack: ৳ 600.00)
Normatensin,Tablet,"Fishar [Snake root, Potassium, Magnesium]",,Hamdard Bangladesh,3.00,(50's pack: ৳ 150.00)
Nishat,Tablet,Saffron + Sand Lizard + Nutmeg fruit,,Hamdard Bangladesh,23.00,"(50's pack: ৳ 1,150.00)"
Nimulant,Capsule,Echinacea,450 mg,Hamdard Bangladesh,8.00,(30's pack: ৳ 240.00)
Nim-A,Capsule,Nimbadi Churna,500 mg,ACME Laboratories Ltd.,5.00,(30's pack: ৳ 150.00)
Revatol,Syrup,Mahadrakkharist [Grape extract],,Square Pharmaceuticals Ltd.,200,200 ml bottle: ৳ 130.00
Reumacare,Syrup,Prasarani Sandhan,,ACME Laboratories Ltd.,200,200 ml bottle: ৳ 110.00
ResQ,Capsule,Coenzyme Q10 [Ubidecarenone],60 mg,Square Pharmaceuticals Ltd.,15.05,(18's pack: ৳ 270.90)
ResQ,Capsule,Coenzyme Q10 [Ubidecarenone],30 mg,Square Pharmaceuticals Ltd.,8.03,(30's pack: ৳ 240.90)
Remocof,Syrup,Herbal cough syrup [Adhatoda Vasica],,Incepta Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 55.00
Reli Balm,Cream,Menthol + Camphor + Eucalyptus Oil + Mint Oil,80 mg+45 mg+180 mg+10 mg,Square Pharmaceuticals Ltd.,25,25 gm tube: ৳ 200.00
Redid,Tablet,Rhubarb + Ginger,300.46 mg+50.07 mg,Hamdard Bangladesh,1.50,(100's pack: ৳ 150.00)
Redclov,Capsule,Red Clover Isoflavones,40 mg,Square Pharmaceuticals Ltd.,12.00,(30's pack: ৳ 360.00)
Recoseng,Capsule,Panax Ginseng,500 mg,Incepta Pharmaceuticals Ltd.,7.00,(60's pack: ৳ 420.00)
Rebio,Capsule,Probiotic Combination [4 Billion],4 billion,Ibn Sina Pharmaceuticals Ltd.,16.00,(30's pack: ৳ 480.00)
Radisil,Capsule,Silymarin [Milk thistle],140 mg,Radiant Nutraceuticals Ltd.,10.00,(50's pack: ৳ 500.00)
Qarhin,Oral Powder,Licorice + Yellow Silk Cotton + Mastic tree,,Hamdard Bangladesh,50,50 gm pack: ৳ 475.00
Q10,Capsule,Coenzyme Q10 [Ubidecarenone],60 mg,General Pharmaceuticals Ltd.,15.04,(20's pack: ৳ 300.80)
Q10,Capsule,Coenzyme Q10 [Ubidecarenone],30 mg,General Pharmaceuticals Ltd.,8.03,(30's pack: ৳ 240.92)
Pycnogenol,Capsule,Proanthocyanidins,50 mg,Radiant Nutraceuticals Ltd.,50.00,"(20's pack: ৳ 1,000.00)"
Protinavit,Capsule,Spirulina,500 mg,Incepta Pharmaceuticals Ltd.,9.00,(30's pack: ৳ 270.00)
Prostaid,Capsule,Saw palmetto (500 mg),500 mg,Radiant Pharmaceuticals Ltd.,18.00,(30's pack: ৳ 540.00)
Prostacare,Capsule,Saw palmetto (500 mg),500 mg,ACME Laboratories Ltd.,7.00,(30's pack: ৳ 210.00)
Promef,Tablet,"Mudir [Aloe, Saffron, Ferrus sulphate]",294.12 mg+58.82 mg+147.06 mg,Hamdard Bangladesh,5.00,(50's pack: ৳ 250.00)
Prolacto,Capsule,Probiotic Combination [4 Billion],4 billion,Drug International Ltd.,16.00,(32's pack: ৳ 512.00)
Procold,Capsule,Echinacea,500 mg,Incepta Pharmaceuticals Ltd.,7.00,(30's pack: ৳ 210.00)
Probio,Oral Powder,Probiotic Combination [4 Billion],4 billion/sachet,Square Pharmaceuticals Ltd.,4,(15's pack: ৳ 375.00)
Probio,Capsule,Probiotic Combination [4 Billion],4 billion,Square Pharmaceuticals Ltd.,25.00,(30's pack: ৳ 750.00)
Primrole,Capsule,Evening primrose oil,1000 mg,Aristopharma Ltd.,15.00,(30's pack: ৳ 450.00)
Primrole,Capsule,Evening primrose oil,500 mg,Aristopharma Ltd.,12.00,(30's pack: ৳ 360.00)
PrimaVera,Capsule,Evening primrose oil,500 mg,Renata Limited,12.00,(30's pack: ৳ 360.00)
PrimaVera,Capsule,Evening primrose oil,1000 mg,Renata Limited,15.00,(30's pack: ৳ 450.00)
Primacap,Capsule,Evening primrose oil,500 mg,Drug International Ltd.,7.00,(50's pack: ৳ 350.00)
Primacap,Capsule,Evening primrose oil,1000 mg,Drug International Ltd.,10.00,(30's pack: ৳ 300.00)
Turmeric,Capsule,Curcuma Longa [Turmeric Extract],1000 mg,Drug International Ltd.,0,Price Unavailable
Trigone,Capsule,Ambergris + Salep + Galangal,,Hamdard Bangladesh,70.00,(8's pack: ৳ 560.00)
Trifala Churna,Oral Powder,Emblic Myrobalan + Chebulic + Belleric,1 mg+1 mg+1 mg,Hamdard Bangladesh,1,(25's pack: ৳ 225.00)
Torel,Muscle Rub,Menthol + Camphor + Methyl Salicylate + Oleoresin Capsicum,(25.40 mg+14.30 mg+4.20 mg+0.05 mg)/gm,Square Pharmaceuticals Ltd.,20,20 gm tube: ৳ 70.00
Tonalax,Tablet,"Qurs Mulayin [Scammony, Lavender, Fennel]",,Hamdard Bangladesh,3.00,(50's pack: ৳ 150.00)
Toco Soft,Capsule,Tocotrienol + Tocopherol,50 mg + 13.5 mg,Square Pharmaceuticals Ltd.,15.00,(30's pack: ৳ 450.00)
Tartflex,Capsule,Tart Cherry,500 mg,Radiant Pharmaceuticals Ltd.,20.00,(30's pack: ৳ 600.00)
Sylhep,Capsule,Silymarin [Milk thistle],140 mg,UniMed UniHealth,11.00,(30's pack: ৳ 330.00)
Sweet Drop,Liquid,Stevia Rebaudiana,500 mg/ml,ACME Laboratories Ltd.,15,15 ml bottle: ৳ 100.00
Suzarn,Tablet,"Suzark [Chir Pine, Chickpea, Pearl]",,Hamdard Bangladesh,3.00,(50's pack: ৳ 150.00)
Surobin,Tablet,Suranjan,,Hamdard Bangladesh,3.00,(50's pack: ৳ 150.00)
Sufoof Suparipak,Oral Powder,Date palm + Betel nut + Acacia,,Hamdard Bangladesh,50,50 gm pack: ৳ 100.00
Sualin,Tablet,Licorice + Vasaka + Basil + Peppermint,,Hamdard Bangladesh,2.50,(100's pack: ৳ 250.00)
Stimugin,Capsule,Panax Ginseng,500 mg,Alien Pharma,25.00,(30's pack: ৳ 750.00)
Spirucap,Capsule,Spirulina,500 mg,Drug International Ltd.,4.00,(40's pack: ৳ 160.00)
Spermatin,Tablet,Kusta Qalyee [Calcined stannum],12.5 mg,Hamdard Bangladesh,2.00,(90's pack: ৳ 180.00)
Silycap,Capsule,Silymarin [Milk thistle],140 mg,Ibn Sina Pharmaceuticals Ltd.,9.00,(30's pack: ৳ 270.00)
Silycap,Capsule,Silymarin [Milk thistle],70 mg,Ibn Sina Pharmaceuticals Ltd.,6.00,(30's pack: ৳ 180.00)
Silybin,Capsule,Silymarin [Milk thistle],140 mg,Square Pharmaceuticals Ltd.,9.00,(30's pack: ৳ 270.00)
Silybin,Capsule,Silymarin [Milk thistle],70 mg,Square Pharmaceuticals Ltd.,6.00,(30's pack: ৳ 180.00)
Selvin,Tablet,"Salajeet [Mineral Pitch, Red Sage]",71.43 mg+71.43 mg,Hamdard Bangladesh,4.00,(50's pack: ৳ 200.00)
Santonic,Syrup,Sanjivani Rasayan,,ACME Laboratories Ltd.,200,200 ml bottle: ৳ 100.00
Safkin,Syrup,Saribadyarista,,ACME Laboratories Ltd.,200,200 ml bottle: ৳ 60.00
Safi,Capsule,Sana + Revand Chini + Neem + Chirata + Tulsi,,Hamdard Bangladesh,6.00,(30's pack: ৳ 180.00)
Safi,Syrup,Sana + Revand Chini + Neem + Chirata + Tulsi,,Hamdard Bangladesh,100,100 ml bottle: ৳ 65.00
Saduri,Syrup,Herbal cough syrup [Tulsi],,Hamdard Bangladesh,100,100 ml bottle: ৳ 60.00
Rostil Plus,Effervescent Granules,Ispaghula Husk + Mebeverine Hydrochloride,(3.5 gm+135 mg)/sachet,Beximco Pharmaceuticals Ltd.,3.5,(20's pack: ৳ 400.00)
Rosnum,Tablet,Nux-vomica + Black Pepper + Long Pepper,125 mg+62.5 mg+62.5 mg,Hamdard Bangladesh,3.00,(50's pack: ৳ 150.00)
Rose,Capsule,Evening primrose oil,500 mg,General Pharmaceuticals Ltd.,8.03,(30's pack: ৳ 240.90)
Zerova,Tablet,Steviol Glycoside,,Incepta Pharmaceuticals Ltd.,3.00,(100's pack: ৳ 300.00)
ZeroCof,Syrup,Herbal cough syrup [Adhatoda Vasica],,Chemist Laboratories  Ltd.,100,100 ml bottle: ৳ 60.00
Yorex,Tablet,Yohimbine Hydrochloride,5.4 mg,Ibn Sina Pharmaceuticals Ltd.,30.00,(20's pack: ৳ 600.00)
Yohim,Tablet,Yohimbine Hydrochloride,5.4 mg,Radiant Nutraceuticals Ltd.,40.00,(20's pack: ৳ 800.00)
Womenton,Syrup,Dasamularista,,ACME Laboratories Ltd.,200,200 ml bottle: ৳ 60.00
Vital Protein,Capsule,Spirulina,500 mg,UniMed UniHealth,10.00,(30's pack: ৳ 300.00)
Vita-E,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Edruc Limited,4.00,(30's pack: ৳ 120.00)
Visibil,Capsule,Bilberry fruit [Vaccinium myrtillus L],160 mg,Renata Limited,35.00,"(30's pack: ৳ 1,050.00)"
Vigo-Fort,Capsule,Jouban Satadal,250 mg,ACME Laboratories Ltd.,12.00,(30's pack: ৳ 360.00)
Vegecap-E,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 IU,NIPRO JMI Pharma Ltd.,7.02,(40's pack: ৳ 280.80)
Vegecap-E,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 IU,NIPRO JMI Pharma Ltd.,5.02,(50's pack: ৳ 251.00)
Vanila E,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Eskayef Pharmaceuticals Ltd.,3.80,(15's pack: ৳ 57.00)
Valent,Capsule,Valerian Root,450 mg,Hamdard Bangladesh,10.00,(30's pack: ৳ 300.00)
Uripam,Capsule,Saw Palmetto (160 mg),160 mg,Square Pharmaceuticals Ltd.,20.00,(30's pack: ৳ 600.00)
Uricool,Syrup,"Fennel [Mouri, Gohkshura, Kasni]",,ACME Laboratories Ltd.,100,100 ml bottle: ৳ 45.00
Urican,Capsule,Cranberry [Vaccinium macrocarpon],400 mg,Drug International Ltd.,0,Price Unavailable
Ulpep,Capsule,Hingastak Churna,500 mg,Square Pharmaceuticals Ltd.,5.00,(30's pack: ৳ 150.00)
UbiCare,Capsule,Coenzyme Q10 [Ubidecarenone],100 mg,Popular Pharmaceuticals Ltd.,40.00,"(30's pack: ৳ 1,200.00)"
UbiCare,Capsule,Coenzyme Q10 [Ubidecarenone],60 mg,Popular Pharmaceuticals Ltd.,19.00,(30's pack: ৳ 570.00)
Ubi-Q,Capsule,Coenzyme Q10 [Ubidecarenone],200 mg,Radiant Pharmaceuticals Ltd.,75.00,"(20's pack: ৳ 1,500.00)"
Ubi-Q,Capsule,Coenzyme Q10 [Ubidecarenone],100 mg,Radiant Nutraceuticals Ltd.,40.00,"(30's pack: ৳ 1,200.00)"
Adlock,Tablet,Propranolol Hydrochloride,10 mg,Sonear Laboratories Ltd.,0.50,(100's pack: ৳ 50.00)
Adlock,Tablet,Propranolol Hydrochloride,40 mg,Sonear Laboratories Ltd.,1.70,(100's pack: ৳ 170.00)
Adlinameg,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,UniMed UniHealth,12.00,(30's pack: ৳ 360.00)
Adlinameg,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,UniMed UniHealth,14.00,(30's pack: ৳ 420.00)
Adlina,Tablet,Linagliptin,5 mg,UniMed UniHealth,20.00,(20's pack: ৳ 400.00)
Adiz,Tablet,Azithromycin Dihydrate,500 mg,Euro Pharma Ltd.,35.00,(12's pack: ৳ 420.00)
Adiz,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Euro Pharma Ltd.,15,15 ml bottle: ৳ 85.00
Adiz,Capsule,Azithromycin Dihydrate,250 mg,Euro Pharma Ltd.,25.00,(18's pack: ৳ 450.00)
Adiva,Tablet,Efavirenz,600 mg,Square Pharmaceuticals Ltd.,200.70,"(10's pack: ৳ 2,007.00)"
Adiponil,Capsule,Orlistat,120 mg,Incepta Pharmaceuticals Ltd.,40.00,"(20's pack: ৳ 800.00),(10's pack: ৳ 400.00)"
Aduvit,Capsule,Vitamin B complex,,Pacific Pharmaceuticals Ltd.,0.52,(200's pack: ৳ 104.00)
Aduvit,Syrup,Vitamin B complex,,Pacific Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 35.00
Adtrizin,Tablet,Cetirizine Hydrochloride,10 mg,Team Pharmaceuticals Ltd.,2.50,(100's pack: ৳ 250.00)
ADS-10,IV Infusion,Sodium Chloride + Dextrose,0.225%+10%,Libra Infusions Ltd.,500,500 ml bag: ৳ 66.07
Adryl,Syrup,Diphenhydramine Hydrochloride,10 mg/5 ml,Square Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 40.13
Adrox,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,Ad-din Pharmaceuticals Ltd.,70,70 ml bottle: ৳ 181.00
Adrinor,Injection,Adrenaline,1 mg/ml,Incepta Pharmaceuticals Ltd.,1,(5's pack: ৳ 125.00)
Adrin,Injection,Adrenaline,1 mg/ml,Gaco Pharmaceuticals Ltd.,1,1 ml ampoule: ৳ 25.08
Adribin,IV Infusion,Doxorubicin Hydrochloride,2 mg/ml,Healthcare Pharmaceuticals Ltd.,10,10 mg vial: ৳ 350.00
Adrenaline,Injection,Adrenaline,1 mg/ml,Techno Drugs Ltd.,1,(10's pack: ৳ 250.00)
Adrebloc,IV Injection,Esmolol Hydrochloride,100 mg/10 ml,ZAS Corporation,10,10 ml vial: ৳ 350.00
Adorex,Oral Suspension,Domperidone Maleate,5 mg/5 ml,Ambee Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 28.00
Adorex,Pediatric Drops,Domperidone Maleate,5 mg/ml,Ambee Pharmaceuticals Ltd.,15,15 ml drop: ৳ 20.00
Adorex,Tablet,Domperidone Maleate,10 mg,Ambee Pharmaceuticals Ltd.,2.00,(100's pack: ৳ 200.00)
Adora,Capsule,Cefadroxil Monohydrate,500 mg,Incepta Pharmaceuticals Ltd.,18.00,(20's pack: ৳ 360.00)
Adora,Tablet,Cefadroxil Monohydrate,1000 mg,Incepta Pharmaceuticals Ltd.,32.00,(12's pack: ৳ 384.00)
Adora,Pediatric Drops,Cefadroxil Monohydrate,125 mg/1.25 ml,Incepta Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 50.00
Adora,Powder for Suspension,Cefadroxil Monohydrate,125 mg/5 ml,Incepta Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 60.00
Adonid DS,Powder for Suspension,Nitazoxanide,100 mg/5 ml,Rephco Pharmaceuticals Ltd.,30,30 ml bottle: ৳ 35.00
Adonid,Tablet,Nitazoxanide,500 mg,Rephco Pharmaceuticals Ltd.,10.00,(30's pack: ৳ 300.00)
Adocil,Powder for Suspension,Cefadroxil Monohydrate,125 mg/5 ml,Kemiko Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 80.24
Adocil,Capsule,Cefadroxil Monohydrate,500 mg,Kemiko Pharmaceuticals Ltd.,12.04,(20's pack: ৳ 240.80)
Adnor,Tablet,Doxepin (Oral),3 mg,Apex Pharmaceuticals Ltd.,5.00,(30's pack: ৳ 150.00)
Adnix,Powder for Suspension,Nitazoxanide,100 mg/5 ml,Alco Pharma Ltd.,30,30 ml bottle: ৳ 35.11
Adnix,Tablet,Nitazoxanide,500 mg,Alco Pharma Ltd.,10.03,(12's pack: ৳ 120.36)
Admox DS,Capsule,Amoxicillin Trihydrate,500 mg,Team Pharmaceuticals Ltd.,6.79,(60's pack: ৳ 407.40)
Admox,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Team Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 47.60
Admira MR,Tablet (Modified Release),Gliclazide,30 mg,UniMed UniHealth,6.00,(30's pack: ৳ 180.00)
Admira,Tablet,Gliclazide,80 mg,UniMed UniHealth,6.00,(30's pack: ৳ 180.00)
Adlorin,Tablet,Desloratadine,5 mg,Ad-din Pharmaceuticals Ltd.,2.50,(100's pack: ৳ 250.00)
Adipal Plus,Gel,Adapalene + Benzoyl peroxide,0.1%+2.5%,Guardian Healthcare Ltd.,10,10 gm tube: ৳ 150.00
Afix,Tablet,Cefixime Trihydrate,400 mg,Aristopharma Ltd.,50.00,(7's pack: ৳ 350.00)
Afix,Powder for Suspension,Cefixime Trihydrate,100 mg/5 ml,Aristopharma Ltd.,30,30 ml bottle: ৳ 135.00
Afix,Capsule,Cefixime Trihydrate,400 mg,Aristopharma Ltd.,50.00,(7's pack: ৳ 350.00)
Afix,Capsule,Cefixime Trihydrate,200 mg,Aristopharma Ltd.,35.00,(12's pack: ৳ 420.00)
Afix,Tablet,Cefixime Trihydrate,200 mg,Aristopharma Ltd.,35.00,(12's pack: ৳ 420.00)
Afinitor,Tablet,Everolimus,10 mg,Novartis (Bangladesh) Ltd.,8976.66,"(30's pack: ৳ 269,299.83)"
Afinitor,Tablet,Everolimus,5 mg,Novartis (Bangladesh) Ltd.,5834.98,"(30's pack: ৳ 175,049.43)"
Affrox,Capsule,,30 mg,Radiant Pharmaceuticals Ltd.,30.00,(30's pack: ৳ 900.00)
Afexa,Tablet,Fexofenadine Hydrochloride,180 mg,UniMed UniHealth,10.00,(30's pack: ৳ 300.00)
Afexa,Tablet,Fexofenadine Hydrochloride,120 mg,UniMed UniHealth,8.00,(30's pack: ৳ 240.00)
Afexa,Oral Suspension,Fexofenadine Hydrochloride,30 mg/5 ml,UniMed UniHealth,50,50 ml bottle: ৳ 48.00
Afatin,Tablet,Afatinib Dimaleate,40 mg,Beacon Pharmaceuticals Ltd.,0,Price Unavailable
Aerovil,Syrup,Pheniramine Maleate,15 mg/5 ml,Beximco Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 20.00
Aerophin,Nebuliser Solution,Racepinephrine,11.25 mg/0.5 ml,Incepta Pharmaceuticals Ltd.,0.5,(10's pack: ৳ 250.00)
Aeropac,Pediatric Drops,Simethicone,67 mg/ml,Amico Laboratories Ltd.,15,15 ml drop: ৳ 30.00
Aeronid,Inhaler,Budesonide (Inhaler),200 mcg/puff,Beximco Pharmaceuticals Ltd.,200,200 metered doses: ৳ 410.00
Aeron FT,Dispersible Tablet,Montelukast Sodium,4 mg,Healthcare Pharmaceuticals Ltd.,6.00,"(30's pack: ৳ 180.00),(50's pack: ৳ 300.00)"
Aeron FT,Dispersible Tablet,Montelukast Sodium,5 mg,Healthcare Pharmaceuticals Ltd.,8.00,"(30's pack: ৳ 240.00),(50's pack: ৳ 400.00)"
Aeron,Tablet,Montelukast Sodium,10 mg,Healthcare Pharmaceuticals Ltd.,16.00,"(30's pack: ৳ 480.00),(50's pack: ৳ 800.00)"
Aerofen,Tablet,Ketotifen Fumarate (Oral),1 mg,Silva Pharmaceuticals Ltd.,1.51,(50's pack: ৳ 75.26)
Aerofen,Syrup,Ketotifen Fumarate (Oral),1 mg/5 ml,Silva Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 50.00
Aerodyl,Tablet,Bambuterol Hydrochloride,10 mg,Silva Pharmaceuticals Ltd.,1.51,(100's pack: ৳ 150.50)
Aerodyl,Tablet,Bambuterol Hydrochloride,20 mg,Silva Pharmaceuticals Ltd.,3.00,(100's pack: ৳ 300.00)
